,estantevirtual,submarino,saraiva,livrariadavila,livrariascuritiba,travessa,livrariacultura,amazon,magazineluiza
284,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['positive'],['negative'],['negative']
285,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
286,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
287,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
288,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
289,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
290,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
291,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
292,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
293,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
294,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
295,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
296,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
297,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
298,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
299,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
300,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
301,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
302,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
303,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
304,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['positive'],['negative'],['negative']
305,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
306,['positive'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
307,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
308,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
309,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
310,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
311,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
312,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
313,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
314,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
315,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
316,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
317,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
318,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
319,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
320,['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
321,['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
322,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
323,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
324,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
325,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['positive'],['negative'],['negative']
326,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
327,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
328,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
329,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
330,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
331,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
332,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
333,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
334,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
335,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
336,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
337,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
338,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative']
339,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
340,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
341,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
342,['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
343,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
344,['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
345,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
346,['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
347,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
348,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
349,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
350,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
351,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
352,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
353,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
354,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
355,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
356,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
357,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['positive'],['negative'],['negative']
358,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
359,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
360,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
361,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
362,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
363,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
364,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
365,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
366,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
367,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
368,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
369,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
370,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
371,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
372,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
373,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
374,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative']
375,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
376,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
377,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
378,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
379,['positive'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
380,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
381,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
382,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
383,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
384,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
385,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
386,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
387,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
388,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
389,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
390,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
391,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
392,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
393,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
394,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
395,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
396,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
397,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
398,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
399,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
400,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
401,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
402,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
403,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
404,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
405,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
406,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
407,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
408,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
409,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
410,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
411,['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
412,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
413,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
414,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
415,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
416,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
417,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
418,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
419,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
420,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
421,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
422,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
423,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
424,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
425,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
426,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
427,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['positive'],['negative'],['negative']
428,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
429,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
430,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
431,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
432,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
433,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
434,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
435,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
436,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['positive'],['negative'],['negative']
437,['positive'],['negative'],['negative'],['positive'],['negative'],['negative'],['positive'],['negative'],['negative']
438,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
439,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
440,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
441,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
442,['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
443,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
444,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
445,['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
446,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
447,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
448,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
449,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
450,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
451,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
452,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
453,['positive'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
454,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
455,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
456,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
457,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
458,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
459,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
460,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['positive'],['negative'],['negative']
461,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
462,['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
463,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
464,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
465,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
466,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
467,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['positive'],['negative'],['negative']
468,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
469,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
470,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
471,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
472,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
473,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
474,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
475,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['positive'],['negative'],['negative']
476,['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
477,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
478,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
479,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
480,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
481,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
482,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
483,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
484,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
485,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
486,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['positive'],['negative'],['negative']
487,['positive'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
488,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
489,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
490,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
491,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
492,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
493,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
494,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
495,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
496,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
497,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
498,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
499,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
500,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
501,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
502,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
503,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
504,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
505,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
506,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
507,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
508,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
509,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
510,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
511,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
512,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
513,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
514,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
515,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
516,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
517,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
518,['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
519,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
520,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['positive'],['negative'],['negative']
521,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
522,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
523,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
524,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
525,['positive'],['positive'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
526,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
527,['positive'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
528,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
529,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
530,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
531,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['positive'],['negative'],['negative']
532,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
533,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
534,['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
535,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
536,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
537,['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
538,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
539,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
540,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
541,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
542,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
543,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
544,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
545,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
546,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
547,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
548,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
549,['negative'],['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative']
550,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
551,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
552,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
553,['positive'],['negative'],['negative'],['positive'],['negative'],['negative'],['positive'],['negative'],['negative']
554,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
555,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
556,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
557,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
558,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
559,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
560,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
561,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
562,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
563,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
564,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
565,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
566,['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
567,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
568,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
569,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
570,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
571,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
572,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
573,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
574,['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
575,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
576,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
577,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
578,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
579,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
