,estantevirtual,submarino,saraiva,livrariadavila,livrariascuritiba,travessa,livrariacultura,amazon,magazineluiza
580,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
581,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
582,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
583,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
584,['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
585,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
586,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
587,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
588,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
589,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
590,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
591,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
592,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
593,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
594,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
595,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
596,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
597,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
598,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
599,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
600,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
601,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
602,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
603,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
604,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
605,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
606,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
607,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
608,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
609,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
610,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
611,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
612,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
613,['positive'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
614,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
615,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
616,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
617,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
618,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
619,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
620,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
621,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
622,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
623,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
624,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
625,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
626,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
627,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['positive'],['negative'],['negative']
628,['positive'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
629,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
630,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
631,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
632,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
633,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
634,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
635,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
636,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
637,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
638,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
639,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
640,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
641,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
642,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
643,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
644,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
645,['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
646,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
647,['positive'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
648,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
649,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
650,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
651,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
652,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
653,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
654,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
655,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
656,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
657,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
658,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['positive'],['negative'],['negative']
659,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
660,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
661,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
662,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
663,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
664,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative']
665,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
666,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
667,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
668,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
669,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
670,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
671,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['positive'],['negative'],['negative']
672,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
673,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
674,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
675,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
676,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
677,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
678,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['positive'],['negative'],['negative']
679,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
680,['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
681,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
682,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
683,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
684,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
685,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
686,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
687,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
688,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
689,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
690,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
691,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
692,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
693,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
694,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
695,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
696,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
697,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
698,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
699,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
700,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
701,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
702,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
703,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
704,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
705,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
706,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
707,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
708,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
709,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
710,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
711,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
712,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
713,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
714,['positive'],['negative'],['negative'],['positive'],['negative'],['negative'],['positive'],['negative'],['negative']
715,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
716,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
717,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
718,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
719,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
720,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
721,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
722,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
723,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
724,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
725,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
726,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
727,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
728,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
729,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
730,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
731,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
732,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
733,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
734,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
735,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
736,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
737,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
738,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
739,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
740,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
741,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
742,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
743,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
744,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
745,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
746,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
747,['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative']
748,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
749,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
750,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
751,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
752,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
753,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
754,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
755,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
756,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
757,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
758,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
759,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
760,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
761,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
762,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
763,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
764,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
765,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
766,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
767,['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
768,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
769,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
770,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
771,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
772,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
773,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
774,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
775,['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
776,['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative']
777,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
778,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
779,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
780,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['positive'],['negative'],['negative']
781,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
782,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
783,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
784,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
785,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['positive'],['negative'],['negative']
786,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
787,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
788,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
789,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
790,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
791,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
792,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
793,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
794,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
795,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
796,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
797,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
798,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
799,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
800,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
801,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
802,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
803,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['positive'],['negative'],['negative']
804,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
805,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
806,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
807,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
808,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
809,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
810,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
811,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
812,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
813,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
814,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
815,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
816,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
817,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
818,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
819,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
820,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
821,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
822,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
823,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
824,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
825,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
826,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
827,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
828,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
829,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
830,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
831,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
832,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
833,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
834,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
835,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
836,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
837,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
838,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
839,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
840,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
841,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
842,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
843,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
844,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
845,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
846,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
847,['negative'],['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative']
848,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
849,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
850,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
851,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
852,['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
853,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative']
854,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
855,['negative'],['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
856,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
857,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
858,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
859,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
860,['positive'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
861,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
862,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['positive'],['positive']
863,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
864,['negative'],['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative']
865,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
866,['negative'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
867,['positive'],['negative'],['negative'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
868,['negative'],['negative'],['negative'],['positive'],['negative'],['positive'],['positive'],['negative'],['negative']
869,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['positive'],['negative'],['negative']
870,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
871,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
872,['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative'],['negative']
873,['negative'],['negative'],['positive'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative']
874,['negative'],['negative'],['negative'],['positive'],['negative'],['negative'],['negative'],['negative'],['negative']
875,['negative'],['negative'],['positive'],['positive'],['positive'],['negative'],['negative'],['negative'],['negative']
